ξατιμάζω,v,----------,,,,,,0
38107,ε12026,ἐπιμίξ,r,----------,,,,,,0
38108,ε12027,ἐπιμιξία,n,----------,,,,,,0
38109,ε12028,ἐπιμίσγω,v,----------,,,,,,0
38111,ε12030,ἐπιμισθόω,v,----------,,,,,,0
38112,ε12031,ἐπιμνημονεύω,v,----------,,,,,,0
38113,ε12032,ἐπίμνησις,n,n-s---fn3v,ἐπιμνησέως,,,,,0
38114,ε12033,ἐπιμνηστέον,v,----------,,,,,,0
38115,ε12034,ἐπιμοιράομαι,v,----------,,,,,,0
38116,ε12035,ἐπιμοίριος,a,aps---cn2-,ἐπιμοίριος ἐπιμοίριος ἐπιμοίριον,,,,,0
38117,ε12036,ἐπίμοιρος,a,aps---cn2-,ἐπίμοιρος ἐπίμοιρος ἐπίμοιρον,,,,,0
38118,ε12037,ἐπιμοιχεύω,v,----------,,,,,,0
38119,ε12038,ἐπιμοιχίδιος,a,aps---cn2-,ἐπιμοιχίδιος ἐπιμοιχίδιος ἐπιμοιχίδιον,,,,,0
38120,ε12039,ἐπιμολεῖν,v,----------,,,,,,0
38121,ε12040,ἐπίμολος,n,n-s---mn2-,ἐπιμόλου,,,,,0
38122,ε12041,ἐπιμολύνω,v,----------,,,,,,0
38123,ε12042,ἐπιμομφή,n,n-s---fn1e,ἐπιμομφῆς,,,,,0
38124,ε12043,ἐπίμομφος,a,aps---cn2-,ἐπίμομφος ἐπίμομφος ἐπίμομφον,,,,,0
38125,ε12044,ἐπιμονή,n,n-s---fn1e,ἐπιμονῆς,,,,,0
38126,ε12045,ἐπιμονίδιος,n,----------,,,,,,0
38127,ε12046,ἐπίμονος,a,aps---cn2-,ἐπίμονος ἐπίμονος ἐπίμονον,,,,,0
38128,ε12047,ἐπιμοριασμός,n,----------,,,,,,0
38130,ε12049,ἐπιμοριότης,n,n-s---fn3t,ἐπιμοριότητος,,,,,0
38131,ε12050,ἐπιμορμύρω,v,----------,,,,,,0
38132,ε12051,ἐπίμορτος,n,----------,,,,,,0
38133,ε12052,ἐπιμορφάζω,v,----------,,,,,,0
38134,ε12053,ἐπιμορφόω,v,----------,,,,,,0
38135,ε12054,ἐπιμοτόω,v,----------,,,,,,0
38136,ε12055,ἐπιμοχθέω,v,----------,,,,,,0
38137,ε12056,ἐπιμόχθητος,a,aps---cn2-,ἐπιμόχθητος ἐπιμόχθητος ἐπιμόχθητον,,,,,0
38139,ε12058,ἐπιμοχλεύω,v,----------,,,,,,0
38140,ε12059,ἐπιμύζω,v,----------,,,,,,0
38141,ε12060,ἐπιμυθέομαι,v,----------,,,,,,0
38142,ε12061,ἐπιμυθεύομαι,v,----------,,,,,,0
38143,ε12062,ἐπιμύθιος,a,aps---cn2-,ἐπιμύθιος ἐπιμύθιος ἐπιμύθιον,,,,,0
38144,ε12063,ἐπιμυκτηρίζω,v,----------,,,,,,0
38145,ε12064,ἐπιμυκτηρισμός,n,----------,,,,,,0
38146,ε12065,ἐπίμυκτος,a,aps---cn2-,ἐπίμυκτος ἐπίμυκτος ἐπίμυκτον,,,,,0
38147,ε12066,ἐπιμυλίδιος,a,aps---cn2-,ἐπιμυλίδιος ἐπιμυλίδιος ἐπιμυλίδιον,,,,,0
38148,ε12067,ἐπιμύλιος,a,aps---cn2-,ἐπιμύλιος ἐπιμύλιος ἐπιμύλιον,,,,,0
38149,ε12068,ἐπιμυλίς,n,n-s---fn3d,ἐπιμυλίδος,,,,,0
38150,ε12069,ἐπίμυξις,n,n-s---fn3v,ἐπιμυξέως,,,,,0
38151,ε12070,ἐπιμυρίζω,v,----------,,,,,,0
38152,ε12071,ἐπιμύρομαι,v,----------,,,,,,0
38153,ε12072,ἐπίμυσις,n,n-s---fn3v,ἐπιμυσέως,,,,,0
38154,ε12073,ἐπιμύσσω,v,----------,,,,,,0
38156,ε12075,ἐπιμύω,v,----------,,,,,,0
38157,ε12076,ἐπιμωκάομαι,v,----------,,,,,,0
38158,ε12077,ἐπιμωλέω,v,----------,,,,,,0
38159,ε12078,ἐπιμωμάομαι,v,----------,,,,,,0
38160,ε12079,ἐπιμωμητός,a,aps---mn1-,ἐπιμωμητός ἐπιμωμητή ἐπιμωμητόν,,,,,0
38161,ε12080,ἐπίμωμος,a,aps---cn2-,ἐπίμωμος ἐπίμωμος ἐπίμωμον,,,,,0
38162,ε12081,ἐπιναίω,v,----------,,,,,,0
38163,ε12082,ἐπινάσσω,v,----------,,,,,,0
38164,ε12083,ἐπινάστιος,a,aps---cn2-,ἐπινάστιος ἐπινάστιος ἐπινάστιον,,,,,0
38165,ε12084,ἐπιναυμαχία,n,n-s---fn1l,ἐπιναυμαχίας,,,,,0
38166,ε12085,ἐπιναυπηγέω,v,----------,,,,,,0
38168,ε12087,ἐπινάχομαι,v,----------,,,,,,0
38169,ε12088,ἐπινάω,v,----------,,,,,,0
38170,ε12089,ἐπινεάζω,v,----------,,,,,,0
38171,ε12090,ἐπινεανιεύομαι,v,----------,,,,,,0
38172,ε12091,ἐπινεικής,a,aps---cn5s,ἐπινεικής ἐπινεικής ἐπινεικές,,,,,0
38173,ε12092,ἐπίνειον,n,n-s---nn2-,ἐπινείου,,,,,0
38174,ε12093,ἐπινείσομαι,v,----------,,,,,,0
38175,ε12094,ἐπινείφω,v,----------,,,,,,0
38176,ε12095,ἐπινεμεσάω,v,----------,,,,,,0
38177,ε12096,ἐπινέμησις,n,n-s---fn3v,ἐπινεμησέως,,,,,0
38178,ε12097,ἐπινεμητέον,a,----------,,,,,,0
38179,ε12098,ἐπινέμω,v,----------,,,,,,0
38180,ε12099,ἐπινεόω,v,----------,,,,,,0
38181,ε12100,ἐπίνευμα,n,n-s---nn3t,ἐπινεύματος,,,,,0
38182,ε12101,ἐπίνευσις,n,n-s---fn3v,ἐπινευσέως,,,,,0
38183,ε12102,ἐπινευστάζω,v,----------,,,,,,0
38184,ε12103,ἐπινεύω,v,----------,,,,,,0
38185,ε12104,ἐπινεφελίς,n,n-s---fn3d,ἐπινεφελίδος,,,,,0
38186,ε12105,ἐπινέφελος,a,aps---cn2-,ἐπινέφελος ἐπινέφελος ἐπινέφελον,,,,,0
38187,ε12106,ἐπινεφής,a,aps---cn5s,ἐπινεφής ἐπινεφής ἐπινεφές,,,,,0
38188,ε12107,ἐπινεφρίδιος,a,aps---cn2-,ἐπινεφρίδιος ἐπινεφρίδιος ἐπινεφρίδιον,,,,,0
38189,ε12108,ἐπινέφω,v,----------,,,,,,0
38190,ε12109,ἐπίνεψις,n,n-s---fn3v,ἐπινεψέως,,,,,0
38193,ε12111,ἐπινέω,n,----------,,,,,,0
38194,ε12113,ἐπίνηθρος,n,n-s---mn2-,ἐπινήθρου,,,,,0
38195,ε12114,ἐπινήϊος,a,aps---cn2-,ἐπινήϊος ἐπινήϊος ἐπινήϊον,,,,,0
38196,ε12115,ἐπινηνέω,v,----------,,,,,,0
38198,ε12117,ἐπίνητρον,n,n-s---nn2-,ἐπινήτρου,,,,,0
38199,ε12118,ἐπινήφω,v,----------,,,,,,0
38200,ε12119,ἐπινήχομαι,v,----------,,,,,,0
38201,ε12120,ἐπινήχυτος,a,aps---cn2-,ἐπινήχυτος ἐπινήχυτος ἐπινήχυτον,,,,,0
38202,ε12121,ἐπινίκειος,n,----------,,,,,,0
38203,ε12122,ἐπινίκιος,a,aps---cn2-,ἐπινίκιος ἐπινίκιος ἐπινίκιον,,,,,0
38204,ε12123,ἐπίνικος,a,aps---cn2-,ἐπίνικος ἐπίνικος ἐπίνικον,,,,,0
38205,ε12124,ἐπινιπτρὶς,n,----------,,,,,,0
38206,ε12125,ἐπινίσσομαι,v,----------,,,,,,0
38207,ε12126,ἐπινίφω,v,----------,,,,,,0
38208,ε12127,ἐπινοέω,v,----------,,,,,,0
38209,ε12128,ἐπινόημα,n,n-s---nn3t,ἐπινοήματος,,,,,0
38210,ε12129,ἐπινοηματικός,a,aps---mn1-,ἐπινοηματικός ἐπινοηματική ἐπινοηματικόν,,,,,0
38211,ε12130,ἐπινοήμων,a,aps---cn3n,ἐπινοήμων ἐπινοήμων ἐπινοήμον,,,,,0
38212,ε12131,ἐπινόησις,n,n-s---fn3v,ἐπινοησέως,,,,,0
38213,ε12132,ἐπινοητέον,a,----------,,,,,,0
38214,ε12133,ἐπινοητής,n,n-s---mn1e,ἐπινοητού,,,,,0
38215,ε12134,ἐπινοητικός,a,aps---mn1-,ἐπινοητικός ἐπινοητική ἐπινοητικόν,,,,,0
38216,ε12135,ἐπινοητός,a,aps---mn1-,ἐπινοητός ἐπινοητή ἐπινοητόν,,,,,0
38217,ε12136,ἐπίνοια,n,n-s---fn1s,ἐπίνοιας,,,/e.pí.noi̯.a/,,0
38218,ε12137,ἐπινομή,n,n-s---fn1e,ἐπινομῆς,,,,,0
38219,ε12138,ἐπινομία,n,n-s---fn1l,ἐπινομίας,,,,,0
38220,ε12139,ἐπινόμιον,n,n-s---nn2-,ἐπινομίου,,,,,0
38222,ε12141,ἐπινομοθετέω,v,----------,,,,,,0
38223,ε12142,ἐπίνομος,a,aps---cn2-,ἐπίνομος ἐπίνομος ἐπίνομον,,,,,0
38224,ε12143,ἐπινοσέω,v,----------,,,,,,0
38225,ε12144,ἐπίνοσος,a,aps---cn2-,ἐπίνοσος ἐπίνοσος ἐπίνοσον,,,,,0
38226,ε12145,ἐπινοσσοποιέομαι,v,----------,,,,,,0
38227,ε12146,ἐπίνοστος,a,aps---cn2-,ἐπίνοστος ἐπίνοστος ἐπίνοστον,,,,,0
38228,ε12147,ἐπινοτίζω,v,----------,,,,,,0
38229,ε12149,ἐπινυκτερεύω,v,----------,,,,,,0
38230,ε12150,ἐπινυκτίδιος,a,aps---cn2-,ἐπινυκτίδιος ἐπινυκτίδιος ἐπινυκτίδιον,,,,,0
38231,ε12151,ἐπινύκτιος,a,aps---cn2-,ἐπινύκτιος ἐπινύκτιος ἐπινύκτιον,,,,,0
38232,ε12152,ἐπινυκτίς,n,n-s---fn3d,ἐπινυκτίδος,,,,,0
38234,ε12154,ἐπινυμφεύομαι,v,----------,,,,,,0
38235,ε12155,ἐπινυμφίδιος,a,aps---cn2-,ἐπινυμφίδιος ἐπινυμφίδιος ἐπινυμφίδιον,,,,,0
38236,ε12156,ἐπινύσσω,v,----------,,,,,,0
38237,ε12157,ἐπινυστάζω,v,----------,,,,,,0
38238,ε12158,ἐπινωμάω,v,----------,,,,,,0
38239,ε12148,ἐπινῶς,n,----------,,,,,,0
38240,ε12159,ἐπινωτιδεύς,n,n-s---mn3v,ἐπινωτιδέως,,,,,0
38241,ε12160,ἐπινωτίδιος,a,aps---cn2-,ἐπινωτίδιος ἐπινωτίδιος ἐπινωτίδιον,,,,,0
38242,ε12161,ἐπινωτίζω,v,----------,,,,,,0
38244,ε12163,ἐπιξαίνω,v,----------,,,,,,0
38245,ε12164,ἐπιξανθίζω,v,----------,,,,,,0
38246,ε12165,ἐπίξανθος,a,aps---cn2-,ἐπίξανθος ἐπίξανθος ἐπίξανθον,,,,,0
38247,ε12166,ἐπιξεναγία,n,n-s---fn1l,ἐπιξεναγίας,,,,,0
38248,ε12167,ἐπιξεναγός,n,----------,,,,,,0
38249,ε12168,ἐπιξενόομαι,v,----------,,,,,,0
38250,ε12169,ἐπίξενος,n,n-s---mn2-,ἐπιξένου,,,,,0
38251,ε12170,ἐπιξένωσις,n,n-s---fn3v,ἐπιξενωσέως,,,,,0
38252,ε12171,ἐπιξέστης,n,n-s---mn1e,ἐπιξέστου,,,,,0
38253,ε12172,ἐπιξεστικῶς,n,----------,,,,,,0
38254,ε12173,ἐπιξέω,v,----------,,,,,,0
38255,ε12174,ἐπίξηνον,n,n-s---nn2-,ἐπιξήνου,,,,,0
38256,ε12175,ἐπιξηραίνω,v,----------,,,,,,0
38258,ε12177,ἐπίξηρος,a,aps---cn2-,ἐπίξηρος ἐπίξηρος ἐπίξηρον,,,,,0
38259,ε12178,ἐπιξοά,n,n-s---fn1l,ἐπιξοᾶς,,,,,0
38260,ε12179,ἐπιξυλία,n,n-s---fn1l,ἐπιξυλίας,,,,,0
38261,ε12180,ἐπίξυνος,a,aps---cn2-,ἐπίξυνος ἐπίξυνος ἐπίξυνον,,,,,0
38262,ε12181,ἐπιξυνόω,v,----------,,,,,,0
38263,ε12182,ἐπιξυράω,v,----------,,,,,,0
38264,ε12183,ἐπιξυρητέον,a,----------,,,,,,0
38265,ε12184,ἐπιξύω,v,----------,,,,,,0
38266,ε12185,ἐπιογδοηκοστὸς,n,----------,,,,,,0
38267,ε12186,ἐπιόγδοος,n,----------,,,,,,0
38268,ε12187,ἐπιοικοδομά,n,n-s---fn1l,ἐπιοικοδομᾶς,,,,,0
38269,ε12188,ἐπιοίνιος,a,aps---cn2-,ἐπιοίνιος ἐπιοίνιος ἐπιοίνιον,,,,,0
38270,ε12189,ἐπιοινοχοεύω,v,----------,,,,,,0
38271,ε12190,ἐπιοκτωκαιδέκατος,n,----------,,,,,,0
38272,ε12191,ἐπιοπτεύω,v,----------,,,,,,0
38273,ε12192,ἐπιόπτης,n,----------,,,,,,0
38275,ε12194,ἐπιορκέω,v,----------,,,,,,0
38276,ε12195,ἐπιορκία,n,n-s---fn1l,ἐπιορκίας,,,,,0
38277,ε12196,ἐπιορκίζω,v,----------,,,,,,0
38278,ε12197,ἐπίορκος,a,aps---cn2-,ἐπίορκος ἐπίορκος ἐπίορκον,,,,,0
38279,ε12198,ἐπιορκοσύνη,n,n-s---fn1e,ἐπιορκοσύνης,,,,,0
38280,ε12199,ἐπιόσσομαι,v,----------,,,,,,0
38281,ε12200,ἐπιουδίς,r,----------,,,,,,0
38282,ε12201,ἐπιούριον,n,n-s---nn2-,ἐπιουρίου,,,,,0
38283,ε12202,ἐπίουρος,n,n-s---mn2-,ἐπιούρου,,,,,0
38284,ε12203,ἐπιούσιος,a,aps---cn2-,ἐπιούσιος ἐπιούσιος ἐπιούσιον,,,,,0
38285,ε12204,ἐπιόψομαι,v,----------,,,,,,0
38286,ε12205,ἐπίπαγος,n,n-s---mn2-,ἐπιπάγου,,,,,0
38287,ε12206,ἐπίπαγχυ,r,----------,,,,,,0
38288,ε12207,ἐπιπαθής,a,aps---cn5s,ἐπιπαθής ἐπιπαθής ἐπιπαθές,,,,,0
38289,ε12208,ἐπιπαιανίζω,v,----------,,,,,,0
38290,ε12209,ἐπιπαιανισμός,n,----------,,,,,,0
38291,ε12210,ἐπιπαίζω,v,----------,,,,,,0
38293,ε12212,ἐπιπαιστικός,a,aps---mn1-,ἐπιπαιστικός ἐπιπαιστική ἐπιπαιστικόν,,,,,0
38294,ε12213,ἐπιπακτίς,n,n-s---fn3d,ἐπιπακτίδος,,,,,0
38295,ε12214,ἐπιπακτόω,v,----------,,,,,,0
38296,ε12215,ἐπιπαλαμάομαι,v,----------,,,,,,0
38297,ε12216,ἐπιπάλλω,v,----------,,,,,,0
38299,ε12218,ἐπιπαμφαλάω,v,----------,,,,,,0
38300,ε12219,ἐπίπαν,n,----------,,,,,,0
38301,ε12220,ἐπιπάξ,n,----------,,,,,,0
38302,ε12221,ἐπίπαππος,n,n-s---mn2-,ἐπιπάππου,,,,,0
38304,ε12223,ἐπιπαράγω,v,----------,,,,,,0
38305,ε12224,ἐπιπαραδέχομαι,v,----------,,,,,,0
38306,ε12225,ἐπιπαράκειμαι,v,----------,,,,,,0
38307,ε12226,ἐπιπαραμένω,v,----------,,,,,,0
38308,ε12227,ἐπιπαρανέω,v,----------,,,,,,0
38309,ε12228,ἐπιπαραριθμέω,v,----------,,,,,,0
38310,ε12229,ἐπιπαρασκευάζομαι,v,----------,,,,,,0
38311,ε12231,ἐπιπάρειμι,n,----------,,,,,,0
38312,ε12230,ἐπιπάρειμι,v,----------,,,,,,0
38313,ε12232,ἐπιπαρεμβάλλω,v,----------,,,,,,0
38314,ε12233,ἐπιπαρέξειμι,v,----------,,,,,,0
38315,ε12234,ἐπιπαρέρχομαι,v,----------,,,,,,0
38316,ε12235,ἐπιπάροδος,n,----------,,,,,,0
38317,ε12236,ἐπιπαροινέω,v,----------,,,,,,0
38318,ε12237,ἐπιπαροξύνω,v,----------,,,,,,0
38319,ε12238,ἐπιπαρορμάω,v,----------,,,,,,0
38320,ε12239,ἐπιπαρουσία,n,n-s---fn1l,ἐπιπαρουσίας,,,,,0
38321,ε12240,ἐπιπαρρησιάζομαι,v,----------,,,,,,0
38322,ε12241,ἐπίπας,n,----------,,,,,,0
38323,ε12242,ἐπιπασιμάχη,n,n-s---fn1e,ἐπιπασιμάχης,,,,,0
38324,ε12243,ἐπίπασμα,n,n-s---nn3t,ἐπιπάσματος,,,,,0
38325,ε12244,ἐπιπάσσω,v,----------,,,,,,0
38327,ε12246,ἐπίπαστος,a,aps---mn1-,ἐπίπαστος ἐπιπάστη ἐπίπαστον,,,,,0
38328,ε12247,ἐπιπαταγέω,v,----------,,,,,,0
38329,ε12248,ἐπιπατρόφιον,n,n-s---nn2-,ἐπιπατροφίου,,,,,0
38330,ε12249,ἐπιπάτωρ,n,----------,,,,,,0
38331,ε12250,ἐπιπαφλάζω,v,----------,,,,,,0
38332,ε12251,ἐπιπαχύνω,v,----------,,,,,,0
38333,ε12252,ἐπιπεδάω,v,----------,,,,,,0
38334,ε12253,ἐπιπεδικός,a,aps---mn1-,ἐπιπεδικός ἐπιπεδική ἐπιπεδικόν,,,,,0
38335,ε12254,ἐπιπεδόομαι,v,----------,,,,,,0
38336,ε12255,ἐπίπεδος,a,aps---cn2-,ἐπίπεδος ἐπίπεδος ἐπίπεδον,,,,,0
38337,ε12256,ἐπιπέδωσις,n,n-s---fn3v,ἐπιπεδωσέως,,,,,0
38338,ε12257,ἐπιπείθεια,n,n-s---fn1s,ἐπιπείθειας,,,,,0
38340,ε12259,ἐπιπείθομαι,v,----------,,,,,,0
38341,ε12260,ἐπιπειράομαι,v,----------,,,,,,0
38342,ε12261,ἐπιπελάζω,v,----------,,,,,,0
38343,ε12262,ἐπιπελανίαι,n,----------,,,,,,0
38344,ε12263,ἐπιπέλομαι,v,----------,,,,,,0
38345,ε12264,ἐπίπεμμα,n,n-s---nn3t,ἐπιπέμματος,,,,,0
38346,ε12265,ἐπιπεμπτέον,v,----------,,,,,,0
38347,ε12266,ἐπίπεμπτος,a,aps---cn2-,ἐπίπεμπτος ἐπίπεμπτος ἐπίπεμπτον,,,,,0
38348,ε12267,ἐπιπέμπω,v,----------,,,,,,0
38349,ε12268,ἐπίπεμψις,n,n-s---fn3v,ἐπιπεμψέως,,,,,0
38350,ε12269,ἐπιπένθεκτος,a,aps---cn2-,ἐπιπένθεκτος ἐπιπένθεκτος ἐπιπένθεκτον,,,,,0
38353,ε12272,ἐπιπεντεκαιδέκατος,n,----------,,,,,,0
38355,ε12274,ἐπιπεριελίσσω,v,----------,,,,,,0
38356,ε12275,ἐπιπεριτρέπω,v,----------,,,,,,0
38357,ε12276,ἐπιπερκάζω,v,----------,,,,,,0
38358,ε12277,ἐπίπερκνος,a,aps---cn2-,ἐπίπερκνος ἐπίπερκνος ἐπίπερκνον,,,,,0
38359,ε12278,ἐπιπέσσω,v,----------,,,,,,0
38360,ε12279,ἐπιπετάννυμι,v,----------,,,,,,0
38361,ε12280,ἐπιπέτομαι,v,----------,,,,,,0
38362,ε12281,ἐπίπετρον,n,n-s---nn2-,ἐπιπέτρου,,,,,0
38363,ε12282,ἐπίπηγμα,n,n-s---nn3t,ἐπιπήγματος,,,,,0
38364,ε12283,ἐπιπήγνυμι,v,----------,,,,,,0
38365,ε12284,ἐπιπηδάω,v,----------,,,,,,0
38366,ε12285,ἐπιπήδησις,n,n-s---fn3v,ἐπιπηδησέως,,,,,0
38367,ε12349,ἐπιπῆν,n,----------,,,,,,0
38368,ε12286,ἐπίπηξ,n,----------,,,,,,0
38369,ε12287,ἐπίπηξις,n,n-s---fn3v,ἐπιπηξέως,,,,,0
38370,ε12288,ἐπιπήσσομαι,v,----------,,,,,,0
38371,ε12289,ἐπίπηχυς,n,----------,,,,,,0
38372,ε12290,ἐπιπιέζω,v,----------,,,,,,0
38373,ε12291,ἐπιπιεσμός,n,----------,,,,,,0
38374,ε12292,ἐπίπιθον,n,----------,,,,,,0
38376,ε12294,ἐπίπικρος,a,aps---cn2-,ἐπίπικρος ἐπίπικρος ἐπίπικρον,,,,,0
38377,ε12295,ἐπιπίλναμαι,v,----------,,,,,,0
38378,ε12296,ἐπιπίμπλημι,v,----------,,,,,,0
38379,ε12297,ἐπιπίνω,v,----------,,,,,,0
38380,ε12298,ἐπιπιπράσκω,v,----------,,,,,,0
38381,ε12299,ἐπιπίπτω,v,----------,,,,,,0
38382,ε12300,ἐπιπίστωσις,n,n-s---fn3v,ἐπιπιστωσέως,,,,,0
38383,ε12301,ἔπιπλα,n,----------,,,,,,0
38384,ε12302,ἐπιπλαδάω,v,----------,,,,,,0
38385,ε12303,ἐπιπλάζομαι,v,----------,,,,,,0
38386,ε12304,ἐπιπλάζω,v,----------,,,,,,0
38387,ε12305,ἐπιπλανάομαι,v,----------,,,,,,0
38388,ε12306,ἐπίπλασις,n,n-s---fn3v,ἐπιπλασέως,,,,,0
38390,ε12308,ἐπιπλάσσω,v,----------,,,,,,0
38391,ε12309,ἐπιπλαστέον,a,----------,,,,,,0
38392,ε12310,ἐπίπλαστος,a,aps---cn2-,ἐπίπλαστος ἐπίπλαστος ἐπίπλαστον,,,,,0
38393,ε12311,ἐπιπλαστώδης,a,aps---cn3s,ἐπιπλαστώδης ἐπιπλαστώδης ἐπιπλαστώ͂δες,,,,,0
38394,ε12312,ἐπιπλαταγέω,v,----------,,,,,,0
38395,ε12313,ἐπιπλατής,a,aps---cn5s,ἐπιπλατής ἐπιπλατής ἐπιπλατές,,,,,0
38396,ε12314,ἐπιπλατύνω,v,----------,,,,,,0
38397,ε12315,ἐπιπλατύς,a,----------,,,,,,0
38398,ε12316,ἐπιπλεκτέον,a,----------,,,,,,0
38399,ε12317,ἐπιπλέκω,v,----------,,,,,,0
38400,ε12318,ἐπιπλεοναστέον,n,----------,,,,,,0
38401,ε12319,ἐπίπλεος,a,----------,,,,,,0
38402,ε12320,ἐπίπλευρα,n,n-p---nn2-,ἐπιπλεύρων,,,,,0
38403,ε12321,ἐπίπλευσις,n,n-s---fn3v,ἐπιπλευσέως,,,,,0
38404,ε12322,ἐπιπλέω,v,----------,,,,,,0
38405,ε12323,ἐπίπλεως,n,----------,,,,,,0
38406,ε12324,ἐπίπληγμα,n,n-s---nn3t,ἐπιπλήγματος,,,,,0
38408,ε12326,ἐπιπλήκτειρα,n,n-s---fn1s,ἐπιπλήκτειρας,,,,,0
38410,ε12328,ἐπιπλήκτης,n,----------,,,,,,0
38411,ε12329,ἐπιπληκτικός,a,aps---mn1-,ἐπιπληκτικός ἐπιπληκτική ἐπιπληκτικόν,,,,,0
38412,ε12330,ἐπιπλημμύρω,v,----------,,,,,,0
38413,ε12331,ἐπίπληξις,n,n-s---fn3v,ἐπιπληξέως,,,,,0
38414,ε12332,ἐπιπληρόω,v,----------,,,,,,0
38415,ε12333,ἐπιπλήρωσις,n,n-s---fn3v,ἐπιπληρωσέως,,,,,0
38416,ε12334,ἐπιπλήσσω,v,----------,,,,,,0
38417,ε12335,ἐπιπλινθοβολέω,v,----------,,,,,,0
38418,ε12336,ἐπίπλοα,n,----------,,,,,,0
38419,ε12337,ἐπιπλοεντεροκήλη,n,n-s---fn1e,ἐπιπλοεντεροκήλης,,,,,0
