,aps---cn2-,μεσόχορος μεσόχορος μεσόχορον,,,,,0
67431,ν01094,νικάω,v,----------,,,,/niː.ká.ɔː/,,0
67432,ν01095,νίκη,n,----------,,,,,,0
67434,ν01098,νίκημα,n,n-s---nn3t,νικήματος,,,,,0
67435,ν01099,νικητέον,a,----------,,,,,,0
67436,ν01100,νικητήρ,n,n-s---mn3r,νικητῆρος,,,,,0
67437,ν01101,νικητήριος,a,aps---cn2-,νικητήριος νικητήριος νικητήριον,,,,,0
67438,ν01102,νικητής,n,n-s---mn1e,νικητού,,,,,0
67439,ν01103,νικητικός,a,aps---mn1-,νικητικός νικητική νικητικόν,,,,,0
67440,ν01104,νικήτρια,n,n-s---fn1s,νικήτριας,,,,,0
67441,ν01105,νικήτωρ,a,----------,,,,,,0
67442,ν01106,νικηφορέω,v,----------,,,,,,0
67443,ν01107,νικηφορία,n,n-s---fn1l,νικηφορίας,,,,,0
67444,ν01108,νικήφορος,a,aps---cn2-,νικήφορος νικήφορος νικήφορον,,,,,0
67445,ν01109,νικίδιον,n,n-s---nn2-,νικιδίου,,,,,0
67446,ν01110,νικόβουλος,a,aps---cn2-,νικόβουλος νικόβουλος νικόβουλον,,,,,0
67447,ν01111,νικολάεα,n,n-p---nn2-,νικολαέων,,,,,0
67448,ν01112,νικόλαος,n,n-s---mn2-,νικολάου,,,,,0
67449,ν01113,νικομάχας,n,n-s---mn1a,νικομάχου,,,,,0
67451,ν01161,νῖκος,n,n-s---nn3v,νῖκεος,,,,,0
67452,ν01115,νικοτέλεια,n,n-s---fn1s,νικοτέλειας,,,,,0
67453,ν01116,νικύρτας,n,----------,,,,,,0
67454,ν01117,νίμμα,n,n-s---nn3t,νίμματος,,,,,0
67455,ν01118,νιμμός,n,----------,,,,,,0
67456,ν01119,νιν,n,----------,,,,,,0
67457,ν01120,νίννη,n,n-s---fn1e,νίννης,,,,,0
67458,ν01121,νιννίον,n,----------,,,,,,0
67459,ν01122,νίννος,n,n-s---mn2-,νίννου,,,,,0
67460,ν01123,νίνον,n,n-s---nn2-,νίνου,,,,,0
67461,ν01124,νιπτήρ,n,n-s---mn3r,νιπτῆρος,,,,,0
67462,ν01125,νίπτρον,n,n-s---nn2-,νίπτρου,,,,,0
67463,ν01126,νίπτω,v,----------,,,,,,0
67464,ν01127,νίρμος,n,----------,,,,,,0
67465,ν01130,νίσσομαι,v,----------,,,,,,0
67466,ν01131,νίτρασμα,n,n-s---nn3t,νιτράσματος,,,,,0
67467,ν01132,νιτρέλαιον,n,n-s---nn2-,νιτρελαίου,,,,,0
67468,ν01133,νιτρία,n,n-s---fn1l,νιτρίας,,,,,0
67470,ν01140,νιτρῖτις,n,n-s---fn3d,νιτρίτιδος,,,,,0
67471,ν01135,νιτριώτης,n,----------,,,,,,0
67473,ν01137,νιτροπηγικός,a,aps---mn1-,νιτροπηγικός νιτροπηγική νιτροπηγικόν,,,,,0
67474,ν01138,νιτροποιός,a,aps---cn2-,νιτροποιός νιτροποιός νιτροποιόν,,,,,0
67475,ν01139,νιτρόω,v,----------,,,,,,0
67476,ν01141,νιτρώδης,a,aps---cn3s,νιτρώδης νιτρώδης νιτρώ͂δες,,,,,0
67477,ν01142,νιτρωδία,n,n-s---fn1l,νιτρωδίας,,,,,0
67478,ν01143,νίτρωμα,n,n-s---nn3t,νιτρώματος,,,,,0
67479,ν01144,νίφα,n,n-s---nn2-,,,,,,0
67480,ν01145,νιφαργής,a,aps---cn5s,νιφαργής νιφαργής νιφαργές,,,,,0
67481,ν01146,νιφάς,n,n-s---fn3d,νιφάδος,,,,,0
67482,ν01147,νιφετός,n,----------,,,,,,0
67484,ν01149,νιφοβλής,n,----------,,,,,,0
67485,ν01150,νιφόβλητος,a,aps---cn2-,νιφόβλητος νιφόβλητος νιφόβλητον,,,,,0
67486,ν01151,νιφοβολία,n,n-s---fn1l,νιφοβολίας,,,,,0
67487,ν01152,νιφόβολος,a,aps---cn2-,νιφόβολος νιφόβολος νιφόβολον,,,,,0
67488,ν01153,νιφόεις,a,aps---mn4i,νιφόεις νιφόεσσα νιφόεν,,,,,0
67489,ν01154,νιφόκτυπος,a,aps---cn2-,νιφόκτυπος νιφόκτυπος νιφόκτυπον,,,,,0
67490,ν01155,νιφοστιβής,a,aps---cn5s,νιφοστιβής νιφοστιβής νιφοστιβές,,,,,0
67491,ν01156,νίφω,v,----------,,,,/ní.pʰɔː/,,0
67492,ν01157,νίψις,n,n-s---fn3v,νίψεως,,,,,0
67493,ν01158,νίψω,v,----------,,,,,,0
67494,ν01159,νίωπον,n,n-s---nn2-,νιώπου,,,,,0
67495,ν01171,νόαρ,n,----------,,,,,,0
67496,ν01172,νοαρέως,n,----------,,,,,,0
67497,ν01173,νοαρός,n,----------,,,,,,0
67498,ν01174,νοερός,a,aps---mn1-,νοερός νοερά νοερόν,,,,,0
67499,ν01175,νοέω,v,----------,,,,/no.é.ɔː/,,0
67500,ν01176,νόημα,n,n-s---nn3t,νοήματος,,,/nó.ɛː.ma/,,0
67501,ν01177,νοηματίζω,v,----------,,,,,,0
67502,ν01178,νοηματικός,a,aps---mn1-,νοηματικός νοηματική νοηματικόν,,,,,0
67503,ν01179,νοημάτιον,n,n-s---nn2-,νοηματίου,,,,,0
67504,ν01180,νόημι,v,----------,,,,,,0
67505,ν01181,νοήμων,a,aps---cn3n,νοήμων νοήμων νοήμον,,,,,0
67506,ν01182,νοήρης,a,aps---cn3s,νοήρης νοήρης νοή͂ρες,,,,,0
67507,ν01183,νόησις,n,n-s---fn3v,νοήσεως,,,/nó.ɛː.sis/,,0
67508,ν01184,νοητάρχης,n,n-s---mn1e,νοητάρχου,,,,,0
67509,ν01185,νοητέον,a,----------,,,,,,0
67511,ν01187,νοητός,a,aps---mn1-,νοητός νοητή νοητόν,,,,,0
67512,ν01188,νοθαγενής,a,aps---cn5s,νοθαγενής νοθαγενής νοθαγενές,,,,,0
67513,ν01189,νοθεία,n,n-s---fn1l,νοθείας,,,,,0
67514,ν01190,νοθεῖος,a,aps---mn1-,νοθεῖος νοθεῖα νοθεῖον,,,,,0
67515,ν01191,νόθευσις,n,n-s---fn3v,νοθευσέως,,,,,0
67516,ν01192,νοθευτής,n,n-s---mn1e,νοθευτού,,,,,0
67517,ν01193,νοθεύω,v,----------,,,,,,0
67518,ν01194,νοθισμοί,n,----------,,,,,,0
67519,ν01195,νοθογέννητος,a,aps---cn2-,νοθογέννητος νοθογέννητος νοθογέννητον,,,,,0
67520,ν01196,νοθοκαλλοσύνη,n,n-s---fn1e,νοθοκαλλοσύνης,,,,,0
67521,ν01198,νόθος,a,aps---mn1-,,,,/nó.tʰos/,,0
67522,ν01199,νοθόω,v,----------,,,,,,0
67523,ν01200,νοίδιον,n,n-s---nn2-,νοιδίου,,,,,0
67525,ν01202,νομαδία,n,n-s---fn1l,νομαδίας,,,,,0
67526,ν01203,νομαδικός,a,aps---mn1-,νομαδικός νομαδική νομαδικόν,,,,,0
67527,ν01204,νομαδίτης,n,n-s---mn1e,νομαδίτου,,,,,0
67529,ν01206,νομάζω,v,----------,,,,,,0
67530,ν01208,νομαῖος,a,aps---mn1-,νομαῖος νομαῖα νομαῖον,,,,,0
67531,ν01207,νόμαιος,a,aps---mn1-,νόμαιος νόμαια νόμαιον,,aps---cn2-=νόμαιος aps---cn2-=νόμαιος aps---nn2-=νόμαιον,,,0
67532,ν01209,νομαρχέω,v,----------,,,,,,0
67533,ν01210,νομάρχης,n,n-s---mn1e,νομάρχου,,,,,0
67534,ν01211,νομαρχία,n,n-s---fn1l,νομαρχίας,,,,,0
67535,ν01212,νομαρχικός,a,aps---mn1-,νομαρχικός νομαρχική νομαρχικόν,,,,,0
67536,ν01213,νόμαρχος,n,n-s---mn2-,νομάρχου,,,,,0
67537,ν01214,νομάς,n,n-s---cn3-,νομάδος,,,/no.más/,,0
67538,ν01216,νομεισφορά,n,n-s---fn1l,νομεισφορᾶς,,,,,0
67539,ν01217,νόμευμα,n,n-s---nn3t,νομεύματος,,,,,0
67540,ν01218,νομεύς,n,n-s---mn3u,νομέως,,n-s---mg3u=νομῆος,,,0
67541,ν01219,νομευτικός,a,aps---mn1-,νομευτικός νομευτική νομευτικόν,,,,,0
67542,ν01220,νομεύω,v,----------,,,,,,0
67543,ν01221,νομή,n,n-s---fn1e,νομῆς,,,/no.mɛ̌ː/,,0
67544,ν01222,νομία,n,n-s---fn1l,νομίας,,,,,0
67545,ν01223,νομίζω,v,----------,,,,/no.míz.dɔː/,,0
67546,ν01224,νομικάριος,n,n-s---mn2-,νομικαρίου,,,,,0
67547,ν01225,νομικεῖος,n,n-s---mn2-,νομικείου,,,,,0
67548,ν01226,νομικός,a,aps---mn1-,νομικός νομική νομικόν,,,,,0
67549,ν01227,νόμιμος,a,----------,,,,,,0
67550,ν01228,νομιμότης,n,n-s---fn3t,νομιμότητος,,,,,0
67551,ν01230,νόμιος,a,----------,,,,,,0
67552,ν01229,νόμιος,a,aps---mn1-,νόμιος νόμια νόμιον,,aps---cn2-=νόμιος aps---cn2-=νόμιος aps---nn2-=νόμιον,,,0
67553,ν01231,νομίουρος,n,n-s---mn2-,νομιούρου,,,,,0
67554,ν01232,νόμισις,n,n-s---fn3v,νομισέως,,,,,0
67555,ν01233,νόμισμα,n,n-s---nn3t,νομίσματος,,,,,0
67556,ν01234,νομισμάτιον,n,n-s---nn2-,νομισματίου,,,,,0
67557,ν01235,νομισματοπώλης,n,n-s---mn1e,νομισματοπώλου,,,,,0
67559,ν01237,νομιστέος,a,aps---mn1-,νομιστέος νομιστέα νομιστέον,,,,,0
67560,ν01238,νομιστεύομαι,v,----------,,,,,,0
67561,ν01239,νομιστί,r,----------,,,,,,0
67562,ν01240,νομιστός,a,aps---mn1-,νομιστός νομιστή νομιστόν,,,,,0
67563,ν01241,νομιτεύομαι,v,----------,,,,,,0
67564,ν01243,νομοαίολος,a,aps---cn2-,νομοαίολος νομοαίολος νομοαίολον,,,,,0
67565,ν01244,νομογραφέω,v,----------,,,,,,0
67566,ν01245,νομογραφία,n,n-s---fn1l,νομογραφίας,,,,,0
67567,ν01246,νομογραφικός,a,aps---mn1-,νομογραφικός νομογραφική νομογραφικόν,,,,,0
67568,ν01247,νομογράφος,n,n-s---mn2-,νομογράφου,,,,,0
67569,ν01248,νομοδείκτης,n,n-s---mn1e,νομοδείκτου,,,,,0
67570,ν01249,νομοδιδάκτης,n,n-s---mn1e,νομοδιδάκτου,,,,,0
67571,ν01250,νομοδιδάσκαλος,n,n-s---mn2-,νομοδιδασκάλου,,,,,0
67572,ν01251,νομοδίφας,n,n-s---mn1a,νομοδίφου,,,,,0
67573,ν01252,νομοδότης,n,n-s---mn1e,νομοδότου,,,,,0
67574,ν01253,νομοθεσία,n,n-s---fn1l,νομοθεσίας,,,,,0
67576,ν01255,νομοθετέω,v,----------,,,,,,0
67578,ν01257,νομοθέτης,n,n-s---mn1e,νομοθέτου,,,/no.mo.tʰé.tɛːs/,,0
67579,ν01258,νομοθέτησις,n,n-s---fn3v,νομοθετησέως,,,,,0
67580,ν01259,νομοθετητέος,a,aps---mn1-,νομοθετητέος νομοθετητέα νομοθετητέον,,,,,0
67581,ν01260,νομοθετικός,a,aps---mn1-,νομοθετικός νομοθετική νομοθετικόν,,,/no.mo.tʰe.ti.kós/,,0
67582,ν01261,νομόθετις,n,n-s---fn3d,νομοθέτιδος,,,,,0
67583,ν01262,νομοθήκη,n,n-s---fn1e,νομοθήκης,,,,,0
67584,ν01263,νομοί̈στωρ,n,n-s---cn3r,νομοί̈στορος,,,,,0
67585,ν01264,νομομαθής,a,aps---cn5s,νομομαθής νομομαθής νομομαθές,,,,,0
67586,ν01265,νομομαχέω,v,----------,,,,,,0
67587,ν01266,νομόνδε,r,----------,,,,,,0
67588,ν01267,νομοποιέω,v,----------,,,,,,0
67590,ν01269,νομορήτωρ,n,n-s---mn3r,νομορήτορος,,,,,0
67591,ν01271,νομός,n,n-s---mn2-,,,,,,0
67592,ν01270,νόμος,n,n-s---mn2-,νόμου,,,,,0
67593,ν01272,νομοφυλακέω,v,----------,,,,,,0
67594,ν01273,νομοφυλακία,n,n-s---fn1l,νομοφυλακίας,,,,,0
67595,ν01274,νομοφυλακικός,a,aps---mn1-,νομοφυλακικός νομοφυλακική νομοφυλακικόν,,,,,0
67596,ν01275,νομοφυλάκιον,n,n-s---nn2-,νομοφυλακίου,,,,,0
67597,ν01276,νομοφυλακίς,n,----------,,,,,,0
67598,ν01277,νομοφύλαξ,n,n-s---fn3v,νομοφύλακος,,,,,0
67599,ν01278,νομώδης,a,aps---cn3s,νομώδης νομώδης νομώ͂δες,,,,,0
67600,ν01215,νομῳδός,n,----------,,,,,,0
67601,ν01279,νομώνης,n,n-s---mn1e,νομώνου,,,,,0
67602,ν01280,νόννος,n,n-s---mn2-,νόννου,,,,,0
67603,ν01281,νοογάστωρ,n,n-s---cn3r,νοογάστορος,,,,,0
67604,ν01282,νοοειδής,a,aps---cn5s,νοοειδής νοοειδής νοοειδές,,,,,0
67605,ν01283,νοόπλαγκτος,a,aps---cn2-,νοόπλαγκτος νοόπλαγκτος νοόπλαγκτον,,,,,0
67606,ν01284,νοοπλανής,a,aps---cn5s,νοοπλανής νοοπλανής νοοπλανές,,,,,0
67607,ν01285,νοόπληκτος,a,aps---cn2-,νοόπληκτος νοόπληκτος νοόπληκτον,,,,,0
67608,ν01286,νοοπλήξ,n,n-s---cn3e,νοοπλῆγος,,,,,0
67609,ν01287,νοοποιός,a,aps---cn2-,νοοποιός νοοποιός νοοποιόν,,,,,0
67610,ν01288,νόος,n,n-s---mn2-,νόου,,,/nó.os/,,0
67612,ν01290,νοότης,n,n-s---fn3t,νοότητος,,,,,0
67613,ν01291,νοόω,v,----------,,,,,,0
67614,ν01292,νορύη,n,n-s---fn1e,νορύης,,,,,0
67615,ν01294,νοσάζω,v,----------,,,,,,0
67616,ν01295,νοσακερός,a,aps---mn1-,νοσακερός νοσακερά νοσακερόν,,,,,0
67617,ν01296,νόσανσις,n,n-s---fn3v,νοσανσέως,,,,,0
67618,ν01297,νοσερός,a,aps---mn1-,νοσερός νοσερά νοσερόν,,,,,0
67619,ν01298,νοσερότης,n,n-s---fn3t,νοσερότητος,,,,,0
67620,ν01299,νόσευμα,n,n-s---nn3t,νοσεύματος,,,,,0
67621,ν01300,νοσεύομαι,v,----------,,,,,,0
67622,ν01301,νοσέω,v,----------,,,,/no.sé.ɔː/,,0
67623,ν01302,νοσηλεία,n,n-s---fn1l,νοσηλείας,,,,,0
67624,ν01303,νοσηλεύω,v,----------,,,,,,0
67626,ν01305,νοσηλός,a,aps---mn1-,νοσηλός νοσηλή νοσηλόν,,,,,0
67627,ν01306,νόσημα,n,n-s---nn3t,νοσήματος,,,/nó.sɛː.ma/,,0
67629,ν01308,νοσημάτιον,n,n-s---nn2-,νοσηματίου,,,,,0
67630,ν01309,νοσηματώδης,a,aps---cn3s,νοσηματώδης νοσηματώδης νοσηματώ͂δες,,,,,0
67631,ν01310,νοσήμη,n,n-s---fn1e,νοσήμης,,,,,0
67632,ν01311,νοσηρός,a,aps---mn1-,νοσηρός νοσηρά νοσηρόν,,,,,0
67633,ν01312,νοσητήριος,a,aps---mn1-,νοσητήριος νοσητήρια νοσητήριον,,,,,0
67634,ν01313,νοσηφόρος,a,aps---cn2-,νοσηφόρος νοσηφόρος νοσηφόρον,,,,,0
67635,ν01314,νοσίζω,v,----------,,,,,,0
67636,,Νόσιος,n,n-s---mn2-,Νοσίου,,,,,0
67637,ν01315,νοσοβαρής,n,----------,,,,,,0
67639,ν01317,νοσοεργός,a,aps---cn2-,νοσοεργός νοσοεργός νοσοεργόν,,,,,0
67640,ν01318,νοσόθυμος,a,aps---cn2-,νοσόθυμος νοσόθυμος νοσόθυμον,,,,,0
67641,ν01319,νοσοκομεῖον,n,n-s---nn2-,νοσοκομείου,,,,,0
67642,ν01320,νοσοκομέω,v,----------,,,,,,0
67643,ν01321,νοσοκομία,n,n-s---fn1l,νοσοκομίας,,,,,0
67644,ν01322,νοσοκόμος,n,n-s---mn2-,νοσοκόμου,,,,,0
67645,ν01323,νοσολογέω,v,----------,,,,,,0
67646,ν01324,νοσολύτης,n,----------,,,,,,0
67647,ν01325,νοσομελής,n,----------,,,,,,0
67648,ν01326,νοσοποιέω,v,----------,,,,,,0
67649,ν01327,νοσοποιός,a,aps---cn2-,νοσοποιός νοσοποιός νοσοποιόν,,,,,0
67650,ν01329,νόσος,n,n-s---fn2-,νόσου,,,/nó.sos/,,0
67651,ν01330,νοσοτροφία,n,n-s---fn1l,νοσοτροφίας,,,,,0
67652,ν01331,νοσοτυφέω,v,----------,,,,,,0
67653,ν01332,νοσσάκιον,n,n-s---nn2-,νοσσακίου,,,,,0
67654,ν01333,νόσσαξ,n,n-s---mn3v,νόσσακος,,,,,0
67655,ν01335,νοσσὰς,n,----------,,,,,,0
67656,ν01334,νοσσεύω,v,----------,,,,,,0
67657,ν01336,νοστέω,v,----------,,,,,,0
67658,ν01337,νοστίζω,v,----------,,,,,,0
67659,ν01339,νόστιμος,a,aps---cn2-,νόστιμος νόστιμος νόστιμον,,,/nós.ti.mos/,,0
67660,ν01340,νόστος,n,n-s---mn2-,νόστου,,,/nós.tos/,,0
67661,ν01342,νόσφι,n,----------,,,,,,0
67662,ν01341,νόστφιν,a,----------,,,,,,0
67663,ν01343,νοσφίδιος,a,aps---mn1-,νοσφίδιος νοσφίδια νοσφίδιον,,,,,0
67664,ν01344,νοσφιδόν,r,----------,,,,,,0
67665,ν01345,νοσφίζω,v,----------,,,,,,0
67666,ν01347,νοσφισμός,n,----------,,,,,,0
67667,ν01348,νοσφιστής,n,n-s---mn1e,νοσφιστού,,,,,0
67668,ν01349,νοσώδης,a,aps---cn3s,νοσώδης νοσώδης νοσώ͂δες,,,,,0
67669,ν01350,νόσωσις,n,n-s---fn3v,νοσωσέως,,,,,0
67671,ν01352,νοταπηλιωτικός,a,aps---mn1-,νοταπηλιωτικός νοταπηλιωτική νοταπηλιωτικόν,,,,,0
67672,ν01353,νοτερός,a,aps---mn1-,νοτερός νοτερά νοτερόν,,,,,0
67673,ν01354,νοτέω,v,----------,,,,,,0
67674,ν01355,νοτία,n,n-s---fn1l,νοτίας,,,,,0
67675,ν01356,νοτιαῖος,a,aps---mn1-,νοτιαῖος νοτιαῖα νοτιαῖον,,,,,0
67676,ν01357,νοτιάω,v,----------,,,,,,0
67677,ν01358,νοτίζω,v,----------,,,,,,0
67678,ν01359,νότινος,a,aps---mn1-,νότινος νοτίνη νότινον,,,,,0
67679,ν01360,νότιος,a,aps---mn1-,νότιος νότια νότιον,,aps---cn2-=νότιος aps---cn2-=νότιος aps---nn2-=νότιον,,,0
67680,ν01361,νοτίς,n,n-s---fn3d,νοτίδος,,,,,0
67681,ν01362,νοτισμός,n,----------,,,,,,0
67683,ν01364,νοτόθεν,r,----------,,,,,,0
67684,ν01365,νοτολιβυκός,a,aps---mn1-,νοτολιβυκός νοτολιβυκή νοτολιβυκόν,,,,,0
67685,ν01366,νοτόνδε,r,----------,,,,,,0
67686,ν01367,νότος,n,n-s---mn2-,νότου,,,/nó.tos/,,0
67687,ν01368,νότυλος,v,----------,,,,,,0
67688,ν01369,νοτώδης,a,aps---cn3s,νοτώδης νοτώδης νοτώ͂δες,,,,,0
67689,ν01370,νουβυστικός,a,aps---mn1-,νουβυστικός νουβυστική νουβυστικόν,,,,,0
67690,ν01371,νουθεσία,n,n-s---fn1l,νουθεσίας,,,/noː.tʰe.sí.aː/,,0
67691,ν01372,νουθετεία,n,n-s---fn1l,νουθετείας,,,,,0
67692,ν01373,νουθετέω,v,v1spia--2e,,,,/noː.tʰe.té.ɔː/,,0
67693,ν01374,νουθέτημα,n,n-s---nn3t,νουθετήματος,,,,,0
67694,ν01375,νουθέτησις,n,n-s---fn3v,νουθετησέως,,,,,0
67695,ν01376,νουθετησμός,n,----------,,,,,,0
67697,ν01378,νουθετητής,n,n-s---mn1e,νουθετητού,,,,,0
67698,ν01379,νουθετητικός,a,aps---mn1-,νουθετητικός νουθετητική νουθετητικόν,,,,,0
67699,ν01380,νουθετία,n,----------,,,,,,0
67700,ν01381,νουθετικός,a,aps---mn1-,νουθετικός νουθετική νουθετικόν,,,,,0
67701,ν01382,νουθετισμός,n,----------,,,,,,0
67702,ν01197,νοῦθος,n,n-s---mn2-,νούθου,,,/nôː.tʰos/,,0
67703,ν01383,νουμηνία,n,n-s---fn1l,νουμηνίας,,,,,0
67706,ν01242,νοῦμμος,n,n-s---mn2-,νούμμου,,,,,0
